OrderID,CustomerID,OrderDate,PaymentMethod,OrderTotal
ORD1805,CUST149,2023-04-24 19:49:11,PayPal,4267.6
ORD1806,CUST136,2024-12-29 07:03:57,Credit Card,2124.69
ORD1807,CUST187,2023-02-22 01:46:49,Debit Card,4721.88
ORD1808,CUST110,2023-06-04 06:24:40,PayPal,3821.92
ORD1809,CUST189,2022-07-03 06:41:10,Credit Card,2040.53
ORD1810,CUST138,2023-05-05 17:37:54,Credit Card,1742.32
ORD1811,CUST102,2024-01-25 21:00:47,PayPal,3540.17
ORD1812,CUST111,2022-07-29 00:54:49,PayPal,2352.09
ORD1813,CUST151,2022-10-10 14:00:00,PayPal,5163.09
ORD1814,CUST160,2023-05-18 11:47:22,Debit Card,5007.51
ORD1815,CUST131,2022-04-24 15:45:49,PayPal,1361.75
ORD1816,CUST194,2022-12-31 23:36:22,PayPal,2206.58
ORD1817,CUST180,2024-12-25 11:03:33,Debit Card,1231.58
ORD1818,CUST186,2024-08-26 11:05:37,Debit Card,2719.72
ORD1819,CUST151,2023-01-19 11:23:36,Debit Card,936.14
ORD1820,CUST155,2022-10-09 18:34:59,Credit Card,5128.22
ORD1821,CUST161,2022-09-27 06:58:24,PayPal,2321.47
ORD1822,CUST146,2023-12-08 03:23:32,Credit Card,5310.94
ORD1823,CUST160,2024-06-20 21:23:19,PayPal,2966.73
ORD1824,CUST129,2024-08-09 20:03:41,Credit Card,2342.53
ORD1825,CUST170,2022-04-01 06:43:57,PayPal,2114.53
ORD1826,CUST143,2023-04-05 11:39:16,Credit Card,3265.81
ORD1827,CUST186,2022-08-17 18:28:43,PayPal,3501.45
ORD1828,CUST114,2022-11-08 11:59:25,Credit Card,2295.29
ORD1829,CUST193,2022-01-09 00:36:17,Credit Card,4928.69
ORD1830,CUST101,2024-07-23 08:02:03,Debit Card,3325.72
ORD1831,CUST131,2022-11-17 23:42:54,Credit Card,1559.63
ORD1832,CUST171,2024-01-08 05:52:47,Debit Card,5396.79
ORD1833,CUST158,2022-11-08 01:53:43,Debit Card,947.2
ORD1834,CUST187,2023-12-25 14:19:48,PayPal,6304.89
ORD1835,CUST180,2024-02-24 15:01:58,Credit Card,5105.88
ORD1836,CUST142,2023-08-27 08:50:19,Debit Card,2435.52
ORD1837,CUST174,2024-09-26 13:54:29,Debit Card,2847.82
ORD1838,CUST179,2023-05-14 05:16:41,Debit Card,2928.04
ORD1839,CUST148,2024-12-11 10:31:18,PayPal,1592.87
ORD1840,CUST191,2022-03-12 04:33:55,PayPal,771.26
ORD1841,CUST106,2022-11-11 22:35:04,PayPal,3037.5
ORD1842,CUST171,2024-11-09 00:17:25,Debit Card,2484.51
ORD1843,CUST107,2023-03-06 04:07:54,PayPal,4479.39
ORD1844,CUST101,2022-10-14 10:24:35,Debit Card,2706.93
ORD1845,CUST154,2023-11-12 10:41:15,Credit Card,2200.05
ORD1846,CUST148,2024-08-23 16:33:02,Debit Card,843.24
ORD1847,CUST135,2024-05-22 11:39:48,PayPal,4177.12
ORD1848,CUST142,2022-10-03 13:19:57,Debit Card,3539.93
ORD1849,CUST113,2024-06-07 17:56:41,Debit Card,4253.7
ORD1850,CUST193,2022-12-05 13:27:42,Debit Card,3746.66
ORD1851,CUST184,2024-09-24 00:39:40,Credit Card,6987.83
ORD1852,CUST116,2022-06-06 21:14:15,Credit Card,3557.51
ORD1853,CUST173,2024-10-25 01:14:48,Debit Card,3299.6
ORD1854,CUST185,2022-10-25 16:37:41,PayPal,6164.46
ORD1855,CUST164,2023-07-04 15:51:08,Credit Card,3676.78
ORD1856,CUST168,2023-10-28 19:46:41,Debit Card,6078.77
ORD1857,CUST147,2022-02-09 11:10:55,Debit Card,4924.98
ORD1858,CUST144,2022-03-08 18:13:04,Debit Card,1009.79
ORD1859,CUST122,2022-03-06 07:39:23,Credit Card,5450.73
ORD1860,CUST192,2024-03-25 17:31:36,Debit Card,1924.27
ORD1861,CUST171,2022-03-13 12:25:57,Debit Card,1263.18
ORD1862,CUST165,2022-03-12 18:09:34,Credit Card,1966.97
ORD1863,CUST140,2024-08-21 17:16:01,PayPal,1469.89
ORD1864,CUST103,2023-07-25 10:14:24,Credit Card,2637.65
ORD1865,CUST121,2023-05-08 15:01:07,Credit Card,1623.58
ORD1866,CUST121,2024-08-18 08:00:03,Debit Card,1725.01
ORD1867,CUST127,2023-01-23 11:26:13,PayPal,3313.49
ORD1868,CUST103,2023-03-11 12:49:30,PayPal,3157.06
ORD1869,CUST166,2022-10-20 18:42:34,PayPal,4863.4
ORD1870,CUST182,2022-12-24 14:16:52,Credit Card,3217.23
ORD1871,CUST151,2022-02-11 21:13:43,Debit Card,4496.93
ORD1872,CUST189,2024-12-21 16:00:31,PayPal,3095.86
ORD1873,CUST174,2024-10-26 22:36:55,Debit Card,4547.43
ORD1874,CUST140,2022-01-30 19:45:21,PayPal,6335.55
ORD1875,CUST134,2024-08-08 11:45:28,Credit Card,2270.49
ORD1876,CUST137,2024-11-02 05:07:45,Debit Card,3812.98
ORD1877,CUST100,2022-12-26 10:56:49,Debit Card,4356.05
ORD1878,CUST105,2023-10-07 18:06:31,Credit Card,3439.06
ORD1879,CUST169,2024-08-23 15:00:21,PayPal,740.98
ORD1880,CUST194,2022-04-13 14:56:41,Credit Card,2211.11
ORD1881,CUST107,2024-03-31 15:07:26,Credit Card,436.69
ORD1882,CUST197,2023-06-08 13:58:29,PayPal,2728.23
ORD1883,CUST159,2022-06-13 23:20:26,PayPal,3290.1
ORD1884,CUST197,2023-10-29 13:27:01,Credit Card,2210.0
ORD1885,CUST122,2024-02-15 23:26:41,Credit Card,411.87
ORD1886,CUST129,2024-08-02 13:59:55,Credit Card,3814.06
ORD1887,CUST130,2022-12-23 18:24:46,PayPal,2530.28
ORD1888,CUST177,2022-10-13 13:27:44,Debit Card,3759.25
ORD1889,CUST167,2024-06-16 20:25:42,PayPal,2497.92
ORD1890,CUST124,2022-05-16 08:03:00,PayPal,1139.7
ORD1891,CUST199,2023-03-16 03:50:07,PayPal,1687.02
ORD1892,CUST192,2022-10-22 11:32:31,Credit Card,4901.11
ORD1893,CUST121,2023-03-31 17:20:59,PayPal,6701.39
ORD1894,CUST192,2022-04-16 07:46:03,Debit Card,6034.92
ORD1895,CUST185,2024-06-09 15:33:55,PayPal,3760.92
ORD1896,CUST179,2022-03-29 01:36:50,Credit Card,2681.5
ORD1897,CUST167,2024-08-06 03:17:08,Credit Card,491.23
ORD1898,CUST186,2024-12-07 02:07:19,Debit Card,5008.69
ORD1899,CUST130,2023-04-04 20:36:33,Credit Card,5235.22
ORD1900,CUST121,2022-05-21 18:18:02,PayPal,2744.57
ORD1901,CUST135,2024-08-02 06:00:16,Credit Card,3320.66
ORD1902,CUST122,2022-11-10 03:52:52,Credit Card,1877.09
ORD1903,CUST153,2022-01-16 20:16:31,Debit Card,5797.97
ORD1904,CUST114,2022-07-14 16:37:28,Credit Card,1803.28
ORD1905,CUST197,2023-08-06 19:37:03,PayPal,2220.86
ORD1906,CUST117,2023-12-23 11:15:52,PayPal,1093.62
ORD1907,CUST159,2022-01-11 14:05:35,Credit Card,3219.68
ORD1908,CUST145,2022-10-08 10:36:02,PayPal,7951.43
ORD1909,CUST124,2024-03-02 01:35:37,Credit Card,4398.97
ORD1910,CUST114,2024-09-02 09:52:54,Debit Card,2010.62
ORD1911,CUST143,2022-04-30 05:11:03,PayPal,4990.28
ORD1912,CUST193,2024-06-06 03:58:43,Credit Card,1206.45
ORD1913,CUST121,2023-03-04 09:14:56,PayPal,5841.14
ORD1914,CUST127,2024-08-10 09:57:43,Credit Card,3397.0
ORD1915,CUST157,2023-03-05 17:15:14,Debit Card,5656.49
ORD1916,CUST156,2023-11-10 21:46:07,PayPal,5428.24
ORD1917,CUST116,2024-02-10 16:44:50,Debit Card,522.32
ORD1918,CUST196,2023-03-04 21:23:04,Debit Card,6474.84
ORD1919,CUST164,2023-03-22 10:47:20,PayPal,9288.02
ORD1920,CUST101,2024-06-24 19:06:57,Credit Card,3192.51
ORD1921,CUST183,2024-03-08 05:30:47,Credit Card,4370.99
ORD1922,CUST160,2023-01-07 18:42:58,Debit Card,2692.77
ORD1923,CUST173,2023-01-31 03:14:11,Credit Card,6036.1
ORD1924,CUST116,2024-12-20 00:14:47,Debit Card,1814.92
ORD1925,CUST150,2022-10-06 02:19:32,PayPal,2080.47
ORD1926,CUST131,2023-01-14 19:18:59,Credit Card,3377.95
ORD1927,CUST110,2023-04-06 04:16:33,PayPal,1917.47
ORD1928,CUST117,2023-08-15 22:33:44,Credit Card,548.2
ORD1929,CUST160,2024-01-15 21:20:55,Credit Card,7389.63
ORD1930,CUST181,2022-06-28 18:14:22,Credit Card,3714.16
ORD1931,CUST190,2023-10-21 05:27:44,Credit Card,4867.32
ORD1932,CUST163,2022-09-09 15:24:30,Credit Card,1366.59
ORD1933,CUST126,2024-03-11 18:54:57,Debit Card,5750.43
ORD1934,CUST103,2024-03-31 04:46:54,Credit Card,1879.8
ORD1935,CUST143,2023-12-01 19:31:06,Debit Card,3572.66
ORD1936,CUST188,2022-08-25 17:44:45,Credit Card,1646.01
ORD1937,CUST172,2023-10-10 08:57:51,PayPal,2815.23
ORD1938,CUST166,2024-11-08 00:05:04,Debit Card,2711.58
ORD1939,CUST112,2022-11-23 03:24:50,Credit Card,5116.95
ORD1940,CUST152,2022-09-13 23:48:08,Debit Card,1083.15
ORD1941,CUST170,2023-09-08 14:27:07,PayPal,2768.74
ORD1942,CUST146,2022-11-25 18:16:58,Debit Card,1442.38
ORD1943,CUST117,2024-12-20 15:39:14,Debit Card,1143.61
ORD1944,CUST163,2024-08-21 18:16:27,Debit Card,3216.58
ORD1945,CUST160,2023-12-03 07:08:51,PayPal,1557.84
ORD1946,CUST198,2022-04-06 11:03:39,PayPal,1156.75
ORD1947,CUST148,2022-01-12 19:30:22,PayPal,3831.67
ORD1948,CUST105,2024-05-24 10:10:03,PayPal,5655.0
ORD1949,CUST127,2023-08-27 07:12:44,Credit Card,7412.22
ORD1950,CUST145,2022-07-26 06:54:10,Credit Card,3913.71
ORD1951,CUST153,2024-03-16 15:41:21,Credit Card,4784.34
ORD1952,CUST173,2023-06-15 23:57:22,Debit Card,5323.37
ORD1953,CUST116,2022-04-23 23:53:50,Debit Card,3033.34
ORD1954,CUST160,2022-06-01 06:12:21,Debit Card,906.12
ORD1955,CUST192,2023-03-17 14:59:13,Debit Card,1949.05
ORD1956,CUST169,2022-10-17 10:57:54,PayPal,6697.39
ORD1957,CUST104,2022-09-24 21:06:52,PayPal,2892.53
ORD1958,CUST158,2023-07-18 19:37:09,Debit Card,2327.35
ORD1959,CUST128,2022-05-02 11:56:15,Debit Card,2879.01
ORD1960,CUST150,2023-03-14 21:54:12,Credit Card,2328.22
ORD1961,CUST162,2023-07-16 23:21:11,Credit Card,799.06
ORD1962,CUST143,2024-09-07 17:28:51,Credit Card,1289.14
ORD1963,CUST166,2024-08-23 22:05:36,PayPal,2314.56
ORD1964,CUST161,2022-06-11 15:39:46,Credit Card,1343.58
ORD1965,CUST151,2023-04-21 14:16:40,PayPal,2597.36
ORD1966,CUST130,2022-04-18 23:32:58,Debit Card,2468.28
ORD1967,CUST185,2024-04-10 15:08:15,PayPal,651.3
ORD1968,CUST124,2024-06-30 20:22:36,PayPal,5155.59
ORD1969,CUST146,2024-07-02 21:09:41,Debit Card,2470.29
ORD1970,CUST172,2022-11-09 13:32:10,Debit Card,1133.49
ORD1971,CUST196,2022-02-21 04:41:19,PayPal,3722.82
ORD1972,CUST191,2024-03-17 11:15:30,Debit Card,853.58
ORD1973,CUST128,2024-05-26 06:37:42,Debit Card,3432.38
ORD1974,CUST193,2024-11-20 23:15:47,Credit Card,1065.96
ORD1975,CUST163,2023-09-28 21:00:39,Debit Card,2595.01
ORD1976,CUST162,2023-07-11 02:20:45,Debit Card,2158.67
ORD1977,CUST157,2022-09-09 23:57:29,PayPal,1281.28
ORD1978,CUST137,2022-12-13 11:14:27,Credit Card,8145.65
ORD1979,CUST176,2024-08-10 09:38:19,PayPal,4909.05
ORD1980,CUST129,2024-11-12 01:17:33,PayPal,10243.43
ORD1981,CUST185,2023-06-13 10:44:01,Debit Card,2327.35
ORD1982,CUST193,2024-09-11 14:08:30,Debit Card,3035.68
ORD1983,CUST125,2022-01-29 17:53:41,PayPal,2763.79
ORD1984,CUST193,2022-10-30 10:00:51,Debit Card,6884.37
ORD1985,CUST141,2022-10-02 18:34:30,Debit Card,4413.54
ORD1986,CUST194,2022-10-30 02:10:22,PayPal,2137.23
ORD1987,CUST161,2022-07-22 21:54:33,Credit Card,2424.1
ORD1988,CUST138,2022-10-07 06:18:15,Debit Card,4348.42
ORD1989,CUST151,2024-03-08 05:49:44,PayPal,5373.85
ORD1990,CUST186,2022-05-09 00:31:53,Debit Card,7941.97
ORD1991,CUST152,2022-02-10 02:45:58,Debit Card,3381.58
ORD1992,CUST170,2023-08-23 12:56:09,Credit Card,4080.27
ORD1993,CUST163,2024-12-06 00:40:42,Debit Card,4883.17
ORD1994,CUST131,2022-02-13 07:41:07,PayPal,5772.41
ORD1995,CUST173,2022-04-16 07:43:32,PayPal,3041.91
ORD1996,CUST112,2024-05-30 19:52:26,Debit Card,2605.8
ORD1997,CUST199,2023-05-02 09:56:02,Credit Card,844.65
ORD1998,CUST173,2022-11-04 17:11:20,PayPal,1354.63
ORD1999,CUST104,2024-09-04 22:15:40,PayPal,4659.94
ORD2000,CUST107,2023-02-16 13:58:50,PayPal,2098.57
ORD2001,CUST174,2022-08-30 00:35:33,Credit Card,3476.9
ORD2002,CUST182,2023-07-09 22:29:02,PayPal,3362.41
ORD2003,CUST186,2024-03-11 11:10:35,Debit Card,6108.86
ORD2004,CUST193,2024-11-20 22:21:38,Credit Card,2601.04
ORD2005,CUST164,2023-07-31 22:22:56,Debit Card,1030.46
ORD2006,CUST153,2024-03-15 07:33:05,PayPal,1515.66
ORD2007,CUST194,2023-02-16 15:30:02,Credit Card,3027.77
ORD2008,CUST133,2024-08-30 14:49:25,Debit Card,530.01
ORD2009,CUST172,2022-06-27 07:19:39,PayPal,2031.53
ORD2010,CUST165,2023-06-06 20:39:17,PayPal,4071.8
ORD2011,CUST177,2022-07-15 18:05:59,Credit Card,1944.06
ORD2012,CUST181,2022-11-14 00:21:42,Credit Card,2058.91
ORD2013,CUST196,2022-07-12 06:25:19,PayPal,7230.22
ORD2014,CUST105,2023-08-11 00:48:51,Credit Card,1204.88
ORD2015,CUST125,2024-08-17 12:25:16,PayPal,3944.66
ORD2016,CUST183,2023-12-28 07:00:08,PayPal,4032.25
ORD2017,CUST177,2022-04-29 09:29:17,Credit Card,2354.08
ORD2018,CUST186,2024-12-13 23:28:12,Debit Card,2385.89
ORD2019,CUST127,2024-06-11 00:11:09,Debit Card,1255.55
ORD2020,CUST165,2023-11-26 12:44:12,Credit Card,3966.58
ORD2021,CUST111,2023-06-09 17:11:22,Debit Card,1678.48
ORD2022,CUST144,2022-12-24 14:24:50,PayPal,2049.71
ORD2023,CUST121,2023-10-07 11:56:49,PayPal,3172.72
ORD2024,CUST115,2024-04-30 22:37:54,Debit Card,2074.95
ORD2025,CUST100,2024-08-08 16:11:42,Credit Card,3090.32
ORD2026,CUST163,2023-12-31 01:32:57,Debit Card,4654.94
ORD2027,CUST144,2024-05-15 01:13:50,Debit Card,3339.31
ORD2028,CUST113,2024-09-17 18:42:45,Credit Card,2824.27
ORD2029,CUST194,2024-03-12 18:47:31,PayPal,2330.4
ORD2030,CUST176,2022-08-12 00:51:24,Credit Card,4484.58
ORD2031,CUST180,2022-02-05 03:50:58,PayPal,981.37
ORD2032,CUST131,2024-01-21 14:36:22,PayPal,2095.72
ORD2033,CUST169,2024-05-05 12:57:55,Debit Card,1453.35
ORD2034,CUST175,2022-02-15 11:41:11,PayPal,2983.6
ORD2035,CUST100,2024-02-15 01:59:57,PayPal,4601.15
ORD2036,CUST144,2024-09-16 02:29:34,Debit Card,5726.58
ORD2037,CUST175,2024-03-29 19:26:19,Credit Card,4273.3
ORD2038,CUST141,2023-05-31 01:51:04,Credit Card,5138.43
ORD2039,CUST184,2024-09-21 15:11:44,Debit Card,3833.16
ORD2040,CUST134,2023-05-23 16:14:26,Credit Card,2891.47
ORD2041,CUST134,2024-07-28 06:34:18,Credit Card,651.45
ORD2042,CUST125,2023-08-26 01:41:40,Credit Card,4114.17
ORD2043,CUST140,2023-05-03 16:01:43,Credit Card,1650.43
ORD2044,CUST196,2023-09-28 20:52:11,Debit Card,3144.25
ORD2045,CUST105,2022-10-19 04:33:30,PayPal,6241.96
ORD2046,CUST150,2022-06-04 21:52:42,Credit Card,4218.88
ORD2047,CUST135,2023-11-11 03:33:31,Debit Card,1932.66
ORD2048,CUST131,2024-02-01 05:20:21,Debit Card,1486.25
ORD2049,CUST144,2022-03-18 04:27:05,PayPal,5975.52
ORD2050,CUST187,2022-08-19 20:28:27,Debit Card,3040.57
ORD2051,CUST127,2022-05-02 13:53:21,Debit Card,8661.12
ORD2052,CUST103,2024-01-15 21:21:16,PayPal,1735.01
ORD2053,CUST120,2023-12-15 22:49:29,PayPal,7162.24
ORD2054,CUST100,2023-01-30 21:00:45,Debit Card,4494.71
ORD2055,CUST140,2024-06-03 08:13:33,Debit Card,4006.71
ORD2056,CUST179,2022-07-24 19:33:12,Credit Card,6039.02
ORD2057,CUST174,2024-08-22 11:15:23,Debit Card,3501.73
ORD2058,CUST161,2024-07-08 09:40:41,Credit Card,7122.69
ORD2059,CUST171,2023-10-09 07:32:38,Credit Card,2552.5
ORD2060,CUST100,2024-07-18 00:23:54,Credit Card,6595.68
ORD2061,CUST168,2024-11-29 10:02:55,Credit Card,730.71
ORD2062,CUST118,2022-02-13 08:51:23,Credit Card,2701.83
ORD2063,CUST138,2022-04-13 10:13:37,Debit Card,5644.42
ORD2064,CUST145,2022-11-29 06:05:34,PayPal,7844.21
ORD2065,CUST143,2022-03-05 14:59:04,Debit Card,3115.97
ORD2066,CUST193,2024-04-15 22:05:13,PayPal,3401.27
ORD2067,CUST103,2022-03-06 18:34:22,Credit Card,2506.31
ORD2068,CUST177,2024-10-18 23:06:38,Credit Card,9755.94
ORD2069,CUST160,2023-04-04 06:04:17,PayPal,2613.25
ORD2070,CUST160,2024-07-31 19:58:48,Debit Card,474.68
ORD2071,CUST182,2024-03-11 19:37:59,Debit Card,2904.17
ORD2072,CUST126,2023-11-03 20:03:54,Credit Card,2277.09
ORD2073,CUST107,2023-03-26 17:45:44,PayPal,2517.89
ORD2074,CUST167,2022-08-28 19:16:12,Debit Card,2288.24
ORD2075,CUST148,2023-10-14 19:40:03,PayPal,2261.4
ORD2076,CUST113,2024-10-12 00:28:58,Debit Card,12050.62
ORD2077,CUST173,2023-04-25 04:48:50,Debit Card,4659.55
ORD2078,CUST156,2023-04-25 19:21:07,Credit Card,2535.97
ORD2079,CUST123,2022-01-10 11:10:04,Credit Card,1572.29
ORD2080,CUST169,2024-05-24 08:59:53,Credit Card,4074.94
ORD2081,CUST155,2022-03-06 05:14:01,PayPal,2716.74
ORD2082,CUST179,2023-07-13 08:42:36,PayPal,2544.69
ORD2083,CUST116,2023-09-21 10:50:36,PayPal,2895.45
ORD2084,CUST168,2023-03-13 04:54:00,PayPal,685.41
ORD2085,CUST104,2023-05-05 04:57:53,Credit Card,4135.35
ORD2086,CUST158,2024-01-06 22:37:51,Credit Card,1109.0
ORD2087,CUST148,2024-11-18 15:27:14,Credit Card,1210.63
ORD2088,CUST142,2023-05-03 07:30:28,Credit Card,4875.88
ORD2089,CUST159,2024-02-01 06:45:45,Debit Card,2040.16
ORD2090,CUST168,2024-04-15 01:58:31,Credit Card,4986.9
ORD2091,CUST108,2023-06-21 17:12:36,PayPal,9792.09
ORD2092,CUST116,2022-01-28 06:46:10,Debit Card,4141.84
ORD2093,CUST165,2022-03-30 22:09:20,Credit Card,1592.09
ORD2094,CUST148,2024-12-28 06:48:59,Debit Card,3624.78
ORD2095,CUST119,2023-09-24 10:51:15,Debit Card,2832.06
ORD2096,CUST169,2022-09-27 12:09:11,PayPal,1240.7
ORD2097,CUST174,2023-05-10 01:21:44,PayPal,4024.77
ORD2098,CUST192,2024-12-11 04:51:44,Debit Card,2473.48
ORD2099,CUST148,2023-12-17 05:07:08,Credit Card,4592.72
ORD2100,CUST152,2024-06-09 22:33:27,Debit Card,2117.17
ORD2101,CUST198,2022-08-05 16:01:59,Debit Card,4539.47
ORD2102,CUST186,2022-12-31 05:13:52,PayPal,4311.2
ORD2103,CUST111,2022-10-16 09:30:41,PayPal,1770.35
ORD2104,CUST110,2023-07-13 16:59:57,PayPal,3678.91
ORD2105,CUST109,2022-03-27 04:56:04,PayPal,1571.75
ORD2106,CUST142,2024-04-13 16:32:56,Credit Card,4034.61
ORD2107,CUST168,2023-03-26 15:01:34,PayPal,3944.31
ORD2108,CUST125,2022-12-16 20:32:15,Credit Card,4068.02
ORD2109,CUST171,2024-06-07 15:37:36,Credit Card,4285.15
ORD2110,CUST191,2022-03-18 03:52:13,Credit Card,3363.86
ORD2111,CUST168,2023-05-19 18:36:43,PayPal,3151.61
ORD2112,CUST124,2023-04-13 13:48:21,Debit Card,6534.11
ORD2113,CUST180,2022-07-19 20:10:23,Debit Card,2559.45
ORD2114,CUST102,2022-03-24 07:22:41,Debit Card,3793.32
ORD2115,CUST182,2022-01-22 07:31:56,PayPal,4505.13
ORD2116,CUST139,2024-09-25 01:19:33,PayPal,1260.85
ORD2117,CUST143,2022-02-02 11:24:30,Credit Card,1856.93
ORD2118,CUST171,2022-07-14 10:51:05,PayPal,6629.15
ORD2119,CUST145,2022-03-28 08:44:43,Debit Card,4804.49
ORD2120,CUST195,2024-09-01 05:09:13,PayPal,1044.77
ORD2121,CUST132,2022-04-29 12:37:43,Credit Card,4800.95
ORD2122,CUST130,2023-06-21 02:01:50,PayPal,585.9
ORD2123,CUST138,2024-11-20 22:30:16,Credit Card,5832.52
ORD2124,CUST121,2023-07-28 22:03:33,Debit Card,1252.24
ORD2125,CUST161,2022-02-06 01:56:11,Credit Card,7019.8
ORD2126,CUST101,2022-10-02 10:54:37,Credit Card,3374.97
ORD2127,CUST125,2023-04-30 10:20:53,PayPal,7140.49
ORD2128,CUST113,2023-01-08 01:04:25,PayPal,2197.47
ORD2129,CUST140,2022-01-08 00:25:42,Debit Card,1410.05
ORD2130,CUST122,2022-02-04 08:24:35,Debit Card,3979.29
ORD2131,CUST101,2024-01-08 07:58:30,Credit Card,3682.45
ORD2132,CUST153,2023-05-14 06:11:17,PayPal,4371.55
ORD2133,CUST115,2023-06-08 09:06:19,Debit Card,4088.96
ORD2134,CUST109,2022-09-03 03:41:50,Debit Card,2858.26
ORD2135,CUST106,2022-08-08 05:24:19,Debit Card,2555.67
ORD2136,CUST194,2022-09-22 07:06:56,Credit Card,3666.8
ORD2137,CUST156,2023-05-17 22:39:25,PayPal,1016.65
ORD2138,CUST168,2024-06-15 03:05:14,Credit Card,5286.59
ORD2139,CUST165,2024-11-20 23:23:22,Debit Card,3846.84
ORD2140,CUST115,2023-09-12 16:17:26,Debit Card,4067.44
ORD2141,CUST104,2022-10-29 17:32:19,Debit Card,1925.49
ORD2142,CUST150,2024-11-03 06:29:37,Credit Card,4284.08
ORD2143,CUST180,2024-07-01 20:06:19,Debit Card,2612.35
ORD2144,CUST169,2023-02-19 12:39:40,Debit Card,713.07
ORD2145,CUST153,2023-07-18 15:34:00,PayPal,1324.18
ORD2146,CUST108,2023-09-06 13:17:38,Debit Card,716.21
ORD2147,CUST199,2024-02-24 12:09:40,Debit Card,4687.76
ORD2148,CUST163,2023-06-15 05:39:16,Credit Card,4594.68
ORD2149,CUST128,2024-05-09 03:52:02,PayPal,887.2
ORD2150,CUST146,2022-06-25 11:56:06,PayPal,3506.1
ORD2151,CUST111,2022-11-10 13:53:22,Credit Card,5327.18
ORD2152,CUST155,2022-01-10 02:49:13,Credit Card,1148.86
ORD2153,CUST135,2022-04-04 01:48:50,PayPal,4112.69
ORD2154,CUST153,2024-05-04 16:40:34,PayPal,9654.72
ORD2155,CUST103,2023-10-21 18:54:22,Credit Card,2071.13
ORD2156,CUST192,2023-09-11 02:48:08,PayPal,3018.93
ORD2157,CUST131,2023-07-02 07:52:51,Credit Card,1877.44
ORD2158,CUST124,2024-08-24 15:10:50,Debit Card,5892.57
ORD2159,CUST180,2022-02-22 10:54:07,Credit Card,2305.78
ORD2160,CUST160,2023-11-30 21:55:07,Debit Card,5063.71
ORD2161,CUST178,2023-12-16 16:20:51,Debit Card,7048.5
ORD2162,CUST160,2023-04-20 08:57:44,Debit Card,3990.04
ORD2163,CUST123,2022-04-13 04:54:00,PayPal,3051.91
ORD2164,CUST104,2024-11-03 15:04:10,Credit Card,2510.22
ORD2165,CUST151,2024-06-10 09:50:11,Credit Card,1527.59
ORD2166,CUST169,2022-01-22 16:54:16,Credit Card,4611.12
ORD2167,CUST125,2024-06-11 01:54:47,Credit Card,2750.51
ORD2168,CUST132,2022-05-09 09:50:27,Debit Card,3393.78
ORD2169,CUST157,2023-02-04 23:06:28,Debit Card,583.39
ORD2170,CUST156,2023-02-12 04:24:25,Credit Card,5954.86
ORD2171,CUST177,2024-03-16 19:09:15,Credit Card,3273.03
ORD2172,CUST156,2023-06-28 16:35:18,Credit Card,2683.17
ORD2173,CUST182,2023-08-22 19:40:05,PayPal,3474.57
ORD2174,CUST194,2023-04-30 13:55:15,Debit Card,3680.22
ORD2175,CUST100,2024-08-17 08:17:24,Debit Card,1495.87
ORD2176,CUST198,2023-01-09 11:12:25,Credit Card,2772.73
ORD2177,CUST187,2023-12-07 11:33:47,PayPal,3634.58
ORD2178,CUST154,2023-05-17 09:09:01,Credit Card,4906.13
ORD2179,CUST149,2022-09-06 07:05:15,PayPal,3267.95
ORD2180,CUST115,2023-09-06 11:03:26,Debit Card,3558.08
ORD2181,CUST186,2024-05-03 13:46:47,PayPal,709.66
ORD2182,CUST190,2024-12-07 17:08:49,Debit Card,4546.45
ORD2183,CUST147,2024-10-29 13:01:03,Debit Card,7041.38
ORD2184,CUST123,2023-02-17 22:08:02,PayPal,3360.45
ORD2185,CUST171,2022-12-16 20:18:47,Debit Card,2485.12
ORD2186,CUST191,2024-01-31 04:08:05,PayPal,5620.73
ORD2187,CUST137,2022-06-09 11:54:56,Debit Card,2047.75
ORD2188,CUST173,2022-05-14 16:06:44,Credit Card,2527.38
ORD2189,CUST143,2023-08-02 01:31:05,PayPal,3648.24
ORD2190,CUST123,2023-11-08 21:44:41,Debit Card,4172.14
ORD2191,CUST158,2023-03-04 23:46:59,Debit Card,3638.34
ORD2192,CUST151,2022-04-10 22:45:47,Credit Card,5721.93
ORD2193,CUST162,2024-02-24 06:57:51,PayPal,1122.58
ORD2194,CUST138,2022-03-10 21:30:56,Credit Card,3008.94
ORD2195,CUST172,2024-05-22 06:59:10,Debit Card,2358.47
ORD2196,CUST103,2024-08-19 22:02:21,Credit Card,2162.34
ORD2197,CUST114,2024-10-20 03:54:30,Credit Card,2802.8
ORD2198,CUST167,2024-10-14 17:30:47,PayPal,1928.98
ORD2199,CUST115,2022-02-06 08:05:03,Debit Card,4001.63
ORD2200,CUST139,2023-01-18 23:13:23,Debit Card,1489.32
ORD2201,CUST156,2023-08-06 20:29:30,Debit Card,3091.33
ORD2202,CUST157,2024-06-03 07:23:52,Debit Card,2582.67
ORD2203,CUST155,2024-04-10 11:52:37,Credit Card,925.79
ORD2204,CUST122,2024-12-22 03:38:51,Credit Card,2607.69
ORD2205,CUST190,2024-08-11 11:00:31,PayPal,2385.49
ORD2206,CUST126,2022-07-20 11:50:42,PayPal,5417.37
ORD2207,CUST198,2023-07-21 10:03:11,Debit Card,1511.94
